patch_id,image_id,candidate_rank_global,candidate_rank_in_image,suspicion_score,crop_bbox,source_pred_instance_id,image_path,pred_mask_path,gt_mask_path,overlay_path,patch_paths
rank_00056__palu-tsunami_00000147__pred_00044,palu-tsunami_00000147,56,2,10.0,"[399, 466, 693, 747]",44,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00056__palu-tsunami_00000147__pred_00044.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00056__palu-tsunami_00000147__pred_00044.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00056__palu-tsunami_00000147__pred_00044.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00056__palu-tsunami_00000147__pred_00044.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00056__palu-tsunami_00000147__pred_00044.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00056__palu-tsunami_00000147__pred_00044.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00056__palu-tsunami_00000147__pred_00044.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00056__palu-tsunami_00000147__pred_00044.png""}"
rank_00057__palu-tsunami_00000120__pred_00031,palu-tsunami_00000120,57,2,10.0,"[0, 74, 237, 302]",31,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00057__palu-tsunami_00000120__pred_00031.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00057__palu-tsunami_00000120__pred_00031.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00057__palu-tsunami_00000120__pred_00031.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00057__palu-tsunami_00000120__pred_00031.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00057__palu-tsunami_00000120__pred_00031.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00057__palu-tsunami_00000120__pred_00031.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00057__palu-tsunami_00000120__pred_00031.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00057__palu-tsunami_00000120__pred_00031.png""}"
rank_00058__mexico-earthquake_00000028__pred_00037,mexico-earthquake_00000028,58,4,10.0,"[355, 272, 603, 609]",37,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00058__mexico-earthquake_00000028__pred_00037.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00058__mexico-earthquake_00000028__pred_00037.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00058__mexico-earthquake_00000028__pred_00037.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00058__mexico-earthquake_00000028__pred_00037.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00058__mexico-earthquake_00000028__pred_00037.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00058__mexico-earthquake_00000028__pred_00037.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00058__mexico-earthquake_00000028__pred_00037.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00058__mexico-earthquake_00000028__pred_00037.png""}"
rank_00059__mexico-earthquake_00000139__pred_00060,mexico-earthquake_00000139,59,4,10.0,"[362, 773, 691, 1024]",60,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00059__mexico-earthquake_00000139__pred_00060.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00059__mexico-earthquake_00000139__pred_00060.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00059__mexico-earthquake_00000139__pred_00060.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00059__mexico-earthquake_00000139__pred_00060.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00059__mexico-earthquake_00000139__pred_00060.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00059__mexico-earthquake_00000139__pred_00060.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00059__mexico-earthquake_00000139__pred_00060.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00059__mexico-earthquake_00000139__pred_00060.png""}"
rank_00060__mexico-earthquake_00000117__pred_00051,mexico-earthquake_00000117,60,5,10.0,"[0, 186, 234, 520]",51,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00060__mexico-earthquake_00000117__pred_00051.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00060__mexico-earthquake_00000117__pred_00051.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00060__mexico-earthquake_00000117__pred_00051.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00060__mexico-earthquake_00000117__pred_00051.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00060__mexico-earthquake_00000117__pred_00051.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00060__mexico-earthquake_00000117__pred_00051.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00060__mexico-earthquake_00000117__pred_00051.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00060__mexico-earthquake_00000117__pred_00051.png""}"
rank_00061__palu-tsunami_00000181__pred_00052,palu-tsunami_00000181,61,2,10.0,"[98, 197, 431, 490]",52,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00061__palu-tsunami_00000181__pred_00052.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00061__palu-tsunami_00000181__pred_00052.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00061__palu-tsunami_00000181__pred_00052.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00061__palu-tsunami_00000181__pred_00052.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00061__palu-tsunami_00000181__pred_00052.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00061__palu-tsunami_00000181__pred_00052.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00061__palu-tsunami_00000181__pred_00052.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00061__palu-tsunami_00000181__pred_00052.png""}"
rank_00062__mexico-earthquake_00000189__pred_00026,mexico-earthquake_00000189,62,1,10.0,"[133, 104, 492, 333]",26,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00062__mexico-earthquake_00000189__pred_00026.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00062__mexico-earthquake_00000189__pred_00026.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00062__mexico-earthquake_00000189__pred_00026.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00062__mexico-earthquake_00000189__pred_00026.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00062__mexico-earthquake_00000189__pred_00026.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00062__mexico-earthquake_00000189__pred_00026.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00062__mexico-earthquake_00000189__pred_00026.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00062__mexico-earthquake_00000189__pred_00026.png""}"
rank_00063__mexico-earthquake_00000006__pred_00081,mexico-earthquake_00000006,63,1,10.0,"[286, 556, 512, 913]",81,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00063__mexico-earthquake_00000006__pred_00081.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00063__mexico-earthquake_00000006__pred_00081.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00063__mexico-earthquake_00000006__pred_00081.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00063__mexico-earthquake_00000006__pred_00081.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00063__mexico-earthquake_00000006__pred_00081.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00063__mexico-earthquake_00000006__pred_00081.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00063__mexico-earthquake_00000006__pred_00081.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00063__mexico-earthquake_00000006__pred_00081.png""}"
rank_00064__mexico-earthquake_00000117__pred_00030,mexico-earthquake_00000117,64,6,10.0,"[0, 67, 152, 432]",30,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00064__mexico-earthquake_00000117__pred_00030.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00064__mexico-earthquake_00000117__pred_00030.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00064__mexico-earthquake_00000117__pred_00030.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00064__mexico-earthquake_00000117__pred_00030.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00064__mexico-earthquake_00000117__pred_00030.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00064__mexico-earthquake_00000117__pred_00030.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00064__mexico-earthquake_00000117__pred_00030.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00064__mexico-earthquake_00000117__pred_00030.png""}"
rank_00065__mexico-earthquake_00000117__pred_00066,mexico-earthquake_00000117,65,7,10.0,"[537, 266, 773, 578]",66,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00065__mexico-earthquake_00000117__pred_00066.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00065__mexico-earthquake_00000117__pred_00066.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00065__mexico-earthquake_00000117__pred_00066.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00065__mexico-earthquake_00000117__pred_00066.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00065__mexico-earthquake_00000117__pred_00066.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00065__mexico-earthquake_00000117__pred_00066.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00065__mexico-earthquake_00000117__pred_00066.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00065__mexico-earthquake_00000117__pred_00066.png""}"
rank_00066__mexico-earthquake_00000139__pred_00039,mexico-earthquake_00000139,66,5,10.0,"[340, 563, 565, 834]",39,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00066__mexico-earthquake_00000139__pred_00039.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00066__mexico-earthquake_00000139__pred_00039.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00066__mexico-earthquake_00000139__pred_00039.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00066__mexico-earthquake_00000139__pred_00039.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00066__mexico-earthquake_00000139__pred_00039.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00066__mexico-earthquake_00000139__pred_00039.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00066__mexico-earthquake_00000139__pred_00039.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00066__mexico-earthquake_00000139__pred_00039.png""}"
rank_00067__mexico-earthquake_00000135__pred_00003,mexico-earthquake_00000135,67,2,10.0,"[110, 0, 398, 250]",3,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00067__mexico-earthquake_00000135__pred_00003.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00067__mexico-earthquake_00000135__pred_00003.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00067__mexico-earthquake_00000135__pred_00003.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00067__mexico-earthquake_00000135__pred_00003.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00067__mexico-earthquake_00000135__pred_00003.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00067__mexico-earthquake_00000135__pred_00003.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00067__mexico-earthquake_00000135__pred_00003.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00067__mexico-earthquake_00000135__pred_00003.png""}"
rank_00068__mexico-earthquake_00000188__pred_00051,mexico-earthquake_00000188,68,5,10.0,"[330, 172, 564, 441]",51,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00068__mexico-earthquake_00000188__pred_00051.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00068__mexico-earthquake_00000188__pred_00051.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00068__mexico-earthquake_00000188__pred_00051.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00068__mexico-earthquake_00000188__pred_00051.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00068__mexico-earthquake_00000188__pred_00051.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00068__mexico-earthquake_00000188__pred_00051.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00068__mexico-earthquake_00000188__pred_00051.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00068__mexico-earthquake_00000188__pred_00051.png""}"
rank_00069__mexico-earthquake_00000006__pred_00084,mexico-earthquake_00000006,69,2,10.0,"[145, 570, 362, 864]",84,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00069__mexico-earthquake_00000006__pred_00084.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00069__mexico-earthquake_00000006__pred_00084.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00069__mexico-earthquake_00000006__pred_00084.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00069__mexico-earthquake_00000006__pred_00084.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00069__mexico-earthquake_00000006__pred_00084.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00069__mexico-earthquake_00000006__pred_00084.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00069__mexico-earthquake_00000006__pred_00084.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00069__mexico-earthquake_00000006__pred_00084.png""}"
rank_00070__palu-tsunami_00000082__pred_00044,palu-tsunami_00000082,70,2,10.0,"[163, 298, 435, 561]",44,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00070__palu-tsunami_00000082__pred_00044.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00070__palu-tsunami_00000082__pred_00044.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00070__palu-tsunami_00000082__pred_00044.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00070__palu-tsunami_00000082__pred_00044.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00070__palu-tsunami_00000082__pred_00044.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00070__palu-tsunami_00000082__pred_00044.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00070__palu-tsunami_00000082__pred_00044.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00070__palu-tsunami_00000082__pred_00044.png""}"
rank_00071__mexico-earthquake_00000063__pred_00080,mexico-earthquake_00000063,71,4,10.0,"[0, 607, 365, 807]",80,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00071__mexico-earthquake_00000063__pred_00080.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00071__mexico-earthquake_00000063__pred_00080.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00071__mexico-earthquake_00000063__pred_00080.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00071__mexico-earthquake_00000063__pred_00080.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00071__mexico-earthquake_00000063__pred_00080.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00071__mexico-earthquake_00000063__pred_00080.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00071__mexico-earthquake_00000063__pred_00080.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00071__mexico-earthquake_00000063__pred_00080.png""}"
rank_00072__mexico-earthquake_00000006__pred_00004,mexico-earthquake_00000006,72,3,10.0,"[234, 0, 449, 220]",4,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00072__mexico-earthquake_00000006__pred_00004.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00072__mexico-earthquake_00000006__pred_00004.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00072__mexico-earthquake_00000006__pred_00004.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00072__mexico-earthquake_00000006__pred_00004.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00072__mexico-earthquake_00000006__pred_00004.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00072__mexico-earthquake_00000006__pred_00004.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00072__mexico-earthquake_00000006__pred_00004.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00072__mexico-earthquake_00000006__pred_00004.png""}"
rank_00073__mexico-earthquake_00000117__pred_00109,mexico-earthquake_00000117,73,8,10.0,"[819, 548, 1024, 807]",109,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00073__mexico-earthquake_00000117__pred_00109.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00073__mexico-earthquake_00000117__pred_00109.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00073__mexico-earthquake_00000117__pred_00109.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00073__mexico-earthquake_00000117__pred_00109.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00073__mexico-earthquake_00000117__pred_00109.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00073__mexico-earthquake_00000117__pred_00109.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00073__mexico-earthquake_00000117__pred_00109.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00073__mexico-earthquake_00000117__pred_00109.png""}"
